/home/biw23007/tanvir/LLM_unlearning/.venv/lib/python3.11/site-packages/transformers/utils/hub.py:110: FutureWarning: Using `TRANSFORMERS_CACHE` is deprecated and will be removed in v5 of Transformers. Use `HF_HOME` instead.
  warnings.warn(
loading model: microsoft/Llama2-7b-WhoIsHarryPotter
`torch_dtype` is deprecated! Use `dtype` instead!
Setting pad token to eos token, no specfic logic defined for this model. This might be wrong. Check padding_side and unk_token_id.
tokenizer fixed: pad_token='<unk>' (id 0), padding_side=left
Using all intermediate layers: tensor([32, 31, 30, 29, 28, 27, 26, 25, 24, 23, 22, 21, 20, 19, 18, 17, 16, 15,
        14, 13, 12, 11, 10,  9,  8,  7,  6,  5,  4,  3,  2,  1,  0]) for text generation
universal attack width = 1 token(s)
loading dataset: hp_qa_en
Using columns: '['Question', 'Affirmative Response']' from dataset 'hp_qa_en'
Dataset: hp_qa_en | Using whole dataset as training data with 55 rows
starting universal 1-token attack
Running universal attack
batch: 1/55 | iter: 0 | loss: 7.0859375 | train: True | batch_success: 0/1 | loss_sample: 7.0859375
batch: 33/55 | iter: 0 | loss: 5.4453125 | train: True | batch_success: 0/1 | loss_sample: 5.4453125
batch: 34/55 | iter: 0 | loss: 4.0546875 | train: True | batch_success: 0/1 | loss_sample: 4.05078125
batch: 35/55 | iter: 0 | loss: 4.74609375 | train: True | batch_success: 0/1 | loss_sample: 4.74609375
batch: 36/55 | iter: 0 | loss: 3.232421875 | train: True | batch_success: 0/1 | loss_sample: 3.23046875
batch: 37/55 | iter: 0 | loss: 4.15234375 | train: True | batch_success: 0/1 | loss_sample: 4.15234375
batch: 38/55 | iter: 0 | loss: 3.759765625 | train: True | batch_success: 0/1 | loss_sample: 3.759765625
batch: 39/55 | iter: 0 | loss: 3.5546875 | train: True | batch_success: 0/1 | loss_sample: 3.5546875
batch: 40/55 | iter: 0 | loss: 4.68359375 | train: True | batch_success: 0/1 | loss_sample: 4.68359375
batch: 41/55 | iter: 0 | loss: 6.6015625 | train: True | batch_success: 0/1 | loss_sample: 6.59765625
batch: 42/55 | iter: 0 | loss: 4.06640625 | train: True | batch_success: 0/1 | loss_sample: 4.06640625
batch: 43/55 | iter: 0 | loss: 4.10546875 | train: True | batch_success: 0/1 | loss_sample: 4.10546875
batch: 44/55 | iter: 0 | loss: 3.2890625 | train: True | batch_success: 0/1 | loss_sample: 3.291015625
batch: 45/55 | iter: 0 | loss: 4.15625 | train: True | batch_success: 0/1 | loss_sample: 4.15625
batch: 46/55 | iter: 0 | loss: 3.2109375 | train: True | batch_success: 0/1 | loss_sample: 3.2109375
batch: 47/55 | iter: 0 | loss: 4.5078125 | train: True | batch_success: 0/1 | loss_sample: 4.5078125
batch: 48/55 | iter: 0 | loss: 3.60546875 | train: True | batch_success: 0/1 | loss_sample: 3.60546875
batch: 49/55 | iter: 0 | loss: 4.171875 | train: True | batch_success: 0/1 | loss_sample: 4.171875
batch: 50/55 | iter: 0 | loss: 4.359375 | train: True | batch_success: 0/1 | loss_sample: 4.359375
batch: 51/55 | iter: 0 | loss: 3.888671875 | train: True | batch_success: 0/1 | loss_sample: 3.888671875
batch: 52/55 | iter: 0 | loss: 2.62109375 | train: True | batch_success: 0/1 | loss_sample: 2.623046875
batch: 53/55 | iter: 0 | loss: 4.875 | train: True | batch_success: 0/1 | loss_sample: 4.875
batch: 54/55 | iter: 0 | loss: 4.58203125 | train: True | batch_success: 0/1 | loss_sample: 4.58203125
batch: 55/55 | iter: 0 | loss: 3.9453125 | train: True | batch_success: 0/1 | loss_sample: 3.943359375
batch: 1/55 | iter: 1 | loss: 8.84375 | train: True | batch_success: 0/1 | loss_sample: 8.84375
batch: 2/55 | iter: 1 | loss: 3.30859375 | train: True | batch_success: 0/1 | loss_sample: 3.30859375
batch: 3/55 | iter: 1 | loss: 2.201171875 | train: True | batch_success: 0/1 | loss_sample: 2.201171875
batch: 4/55 | iter: 1 | loss: 3.291015625 | train: True | batch_success: 0/1 | loss_sample: 3.291015625
batch: 5/55 | iter: 1 | loss: 3.087890625 | train: True | batch_success: 0/1 | loss_sample: 3.087890625
batch: 6/55 | iter: 1 | loss: 4.25390625 | train: True | batch_success: 0/1 | loss_sample: 4.25390625
batch: 7/55 | iter: 1 | loss: 3.408203125 | train: True | batch_success: 0/1 | loss_sample: 3.408203125
batch: 8/55 | iter: 1 | loss: 2.900390625 | train: True | batch_success: 0/1 | loss_sample: 2.900390625
batch: 9/55 | iter: 1 | loss: 3.8984375 | train: True | batch_success: 0/1 | loss_sample: 3.8984375
batch: 10/55 | iter: 1 | loss: 2.828125 | train: True | batch_success: 0/1 | loss_sample: 2.828125
batch: 11/55 | iter: 1 | loss: 3.974609375 | train: True | batch_success: 0/1 | loss_sample: 3.974609375
batch: 12/55 | iter: 1 | loss: 4.03125 | train: True | batch_success: 0/1 | loss_sample: 4.03125
batch: 13/55 | iter: 1 | loss: 3.625 | train: True | batch_success: 0/1 | loss_sample: 3.625
batch: 14/55 | iter: 1 | loss: 4.4296875 | train: True | batch_success: 0/1 | loss_sample: 4.4296875
batch: 15/55 | iter: 1 | loss: 4.24609375 | train: True | batch_success: 0/1 | loss_sample: 4.24609375
batch: 16/55 | iter: 1 | loss: 2.67578125 | train: True | batch_success: 0/1 | loss_sample: 2.67578125
batch: 17/55 | iter: 1 | loss: 5.52734375 | train: True | batch_success: 0/1 | loss_sample: 5.52734375
batch: 18/55 | iter: 1 | loss: 2.607421875 | train: True | batch_success: 0/1 | loss_sample: 2.607421875
batch: 19/55 | iter: 1 | loss: 2.57421875 | train: True | batch_success: 0/1 | loss_sample: 2.57421875
batch: 20/55 | iter: 1 | loss: 2.517578125 | train: True | batch_success: 0/1 | loss_sample: 2.517578125
batch: 21/55 | iter: 1 | loss: 4.19921875 | train: True | batch_success: 0/1 | loss_sample: 4.19921875
batch: 22/55 | iter: 1 | loss: 2.158203125 | train: True | batch_success: 0/1 | loss_sample: 2.158203125
batch: 23/55 | iter: 1 | loss: 2.75390625 | train: True | batch_success: 0/1 | loss_sample: 2.751953125
batch: 24/55 | iter: 1 | loss: 2.630859375 | train: True | batch_success: 0/1 | loss_sample: 2.630859375
batch: 25/55 | iter: 1 | loss: 2.5703125 | train: True | batch_success: 0/1 | loss_sample: 2.5703125
batch: 26/55 | iter: 1 | loss: 3.6796875 | train: True | batch_success: 0/1 | loss_sample: 3.6796875
batch: 27/55 | iter: 1 | loss: 5.91796875 | train: True | batch_success: 0/1 | loss_sample: 5.91796875
batch: 28/55 | iter: 1 | loss: 2.599609375 | train: True | batch_success: 0/1 | loss_sample: 2.59765625
batch: 29/55 | iter: 1 | loss: 3.3671875 | train: True | batch_success: 0/1 | loss_sample: 3.365234375
batch: 30/55 | iter: 1 | loss: 3.142578125 | train: True | batch_success: 0/1 | loss_sample: 3.142578125
batch: 31/55 | iter: 1 | loss: 2.93359375 | train: True | batch_success: 0/1 | loss_sample: 2.935546875
batch: 32/55 | iter: 1 | loss: 4.25 | train: True | batch_success: 0/1 | loss_sample: 4.25
batch: 33/55 | iter: 1 | loss: 3.314453125 | train: True | batch_success: 0/1 | loss_sample: 3.314453125
batch: 34/55 | iter: 1 | loss: 3.25 | train: True | batch_success: 0/1 | loss_sample: 3.25
batch: 35/55 | iter: 1 | loss: 3.68359375 | train: True | batch_success: 0/1 | loss_sample: 3.68359375
batch: 36/55 | iter: 1 | loss: 2.615234375 | train: True | batch_success: 0/1 | loss_sample: 2.615234375
batch: 37/55 | iter: 1 | loss: 3.46484375 | train: True | batch_success: 0/1 | loss_sample: 3.46484375
batch: 38/55 | iter: 1 | loss: 3.318359375 | train: True | batch_success: 0/1 | loss_sample: 3.318359375
batch: 39/55 | iter: 1 | loss: 2.765625 | train: True | batch_success: 0/1 | loss_sample: 2.765625
batch: 40/55 | iter: 1 | loss: 3.8984375 | train: True | batch_success: 0/1 | loss_sample: 3.8984375
batch: 41/55 | iter: 1 | loss: 4.10546875 | train: True | batch_success: 0/1 | loss_sample: 4.10546875
batch: 42/55 | iter: 1 | loss: 2.669921875 | train: True | batch_success: 0/1 | loss_sample: 2.669921875
batch: 43/55 | iter: 1 | loss: 2.984375 | train: True | batch_success: 0/1 | loss_sample: 2.984375
batch: 44/55 | iter: 1 | loss: 1.9560546875 | train: True | batch_success: 0/1 | loss_sample: 1.9560546875
batch: 45/55 | iter: 1 | loss: 3.1953125 | train: True | batch_success: 0/1 | loss_sample: 3.1953125
batch: 46/55 | iter: 1 | loss: 2.923828125 | train: True | batch_success: 0/1 | loss_sample: 2.923828125
batch: 47/55 | iter: 1 | loss: 3.130859375 | train: True | batch_success: 0/1 | loss_sample: 3.1328125
batch: 48/55 | iter: 1 | loss: 2.875 | train: True | batch_success: 0/1 | loss_sample: 2.875
batch: 49/55 | iter: 1 | loss: 3.412109375 | train: True | batch_success: 0/1 | loss_sample: 3.412109375
batch: 50/55 | iter: 1 | loss: 3.453125 | train: True | batch_success: 0/1 | loss_sample: 3.453125
batch: 51/55 | iter: 1 | loss: 2.98046875 | train: True | batch_success: 0/1 | loss_sample: 2.98046875
batch: 52/55 | iter: 1 | loss: 2.35546875 | train: True | batch_success: 0/1 | loss_sample: 2.35546875
batch: 53/55 | iter: 1 | loss: 4.20703125 | train: True | batch_success: 0/1 | loss_sample: 4.20703125
batch: 54/55 | iter: 1 | loss: 3.837890625 | train: True | batch_success: 0/1 | loss_sample: 3.837890625
batch: 55/55 | iter: 1 | loss: 2.984375 | train: True | batch_success: 0/1 | loss_sample: 2.984375
batch: 1/55 | iter: 2 | loss: 7.15234375 | train: True | batch_success: 0/1 | loss_sample: 7.1484375
batch: 2/55 | iter: 2 | loss: 2.0546875 | train: True | batch_success: 0/1 | loss_sample: 2.056640625
batch: 3/55 | iter: 2 | loss: 1.6787109375 | train: True | batch_success: 0/1 | loss_sample: 1.6787109375
batch: 4/55 | iter: 2 | loss: 2.578125 | train: True | batch_success: 0/1 | loss_sample: 2.578125
batch: 5/55 | iter: 2 | loss: 2.546875 | train: True | batch_success: 0/1 | loss_sample: 2.546875
batch: 6/55 | iter: 2 | loss: 3.22265625 | train: True | batch_success: 0/1 | loss_sample: 3.22265625
batch: 7/55 | iter: 2 | loss: 2.791015625 | train: True | batch_success: 0/1 | loss_sample: 2.7890625
batch: 8/55 | iter: 2 | loss: 2.591796875 | train: True | batch_success: 0/1 | loss_sample: 2.591796875
batch: 9/55 | iter: 2 | loss: 3.203125 | train: True | batch_success: 0/1 | loss_sample: 3.203125
batch: 10/55 | iter: 2 | loss: 2.3125 | train: True | batch_success: 0/1 | loss_sample: 2.3125
batch: 11/55 | iter: 2 | loss: 3.314453125 | train: True | batch_success: 0/1 | loss_sample: 3.314453125
batch: 12/55 | iter: 2 | loss: 3.66015625 | train: True | batch_success: 0/1 | loss_sample: 3.66015625
batch: 13/55 | iter: 2 | loss: 2.953125 | train: True | batch_success: 0/1 | loss_sample: 2.951171875
batch: 14/55 | iter: 2 | loss: 4.15625 | train: True | batch_success: 0/1 | loss_sample: 4.15625
batch: 15/55 | iter: 2 | loss: 3.591796875 | train: True | batch_success: 0/1 | loss_sample: 3.591796875
batch: 16/55 | iter: 2 | loss: 2.41796875 | train: True | batch_success: 0/1 | loss_sample: 2.41796875
batch: 17/55 | iter: 2 | loss: 4.72265625 | train: True | batch_success: 0/1 | loss_sample: 4.72265625
batch: 18/55 | iter: 2 | loss: 2.087890625 | train: True | batch_success: 0/1 | loss_sample: 2.087890625
batch: 19/55 | iter: 2 | loss: 1.873046875 | train: True | batch_success: 0/1 | loss_sample: 1.873046875
batch: 20/55 | iter: 2 | loss: 1.9892578125 | train: True | batch_success: 0/1 | loss_sample: 1.9892578125
batch: 21/55 | iter: 2 | loss: 3.40625 | train: True | batch_success: 0/1 | loss_sample: 3.40625
batch: 22/55 | iter: 2 | loss: 2.005859375 | train: True | batch_success: 0/1 | loss_sample: 2.005859375
batch: 23/55 | iter: 2 | loss: 2.45703125 | train: True | batch_success: 0/1 | loss_sample: 2.45703125
batch: 24/55 | iter: 2 | loss: 1.7607421875 | train: True | batch_success: 0/1 | loss_sample: 1.7607421875
batch: 25/55 | iter: 2 | loss: 2.62890625 | train: True | batch_success: 0/1 | loss_sample: 2.62890625
batch: 26/55 | iter: 2 | loss: 3.234375 | train: True | batch_success: 0/1 | loss_sample: 3.234375
batch: 27/55 | iter: 2 | loss: 4.75 | train: True | batch_success: 0/1 | loss_sample: 4.75
batch: 28/55 | iter: 2 | loss: 1.841796875 | train: True | batch_success: 0/1 | loss_sample: 1.841796875
batch: 29/55 | iter: 2 | loss: 2.923828125 | train: True | batch_success: 0/1 | loss_sample: 2.923828125
batch: 30/55 | iter: 2 | loss: 2.80859375 | train: True | batch_success: 0/1 | loss_sample: 2.80859375
batch: 31/55 | iter: 2 | loss: 2.685546875 | train: True | batch_success: 0/1 | loss_sample: 2.685546875
batch: 32/55 | iter: 2 | loss: 3.626953125 | train: True | batch_success: 0/1 | loss_sample: 3.626953125
batch: 33/55 | iter: 2 | loss: 2.611328125 | train: True | batch_success: 0/1 | loss_sample: 2.611328125
batch: 34/55 | iter: 2 | loss: 2.681640625 | train: True | batch_success: 0/1 | loss_sample: 2.6796875
batch: 35/55 | iter: 2 | loss: 3.40234375 | train: True | batch_success: 0/1 | loss_sample: 3.404296875
batch: 36/55 | iter: 2 | loss: 2.072265625 | train: True | batch_success: 0/1 | loss_sample: 2.072265625
batch: 37/55 | iter: 2 | loss: 3.455078125 | train: True | batch_success: 0/1 | loss_sample: 3.455078125
batch: 38/55 | iter: 2 | loss: 2.099609375 | train: True | batch_success: 0/1 | loss_sample: 2.099609375
batch: 39/55 | iter: 2 | loss: 2.333984375 | train: True | batch_success: 0/1 | loss_sample: 2.333984375
batch: 40/55 | iter: 2 | loss: 3.29296875 | train: True | batch_success: 0/1 | loss_sample: 3.29296875
batch: 41/55 | iter: 2 | loss: 3.29296875 | train: True | batch_success: 0/1 | loss_sample: 3.29296875
batch: 42/55 | iter: 2 | loss: 2.306640625 | train: True | batch_success: 0/1 | loss_sample: 2.306640625
batch: 43/55 | iter: 2 | loss: 2.0234375 | train: True | batch_success: 0/1 | loss_sample: 2.0234375
batch: 44/55 | iter: 2 | loss: 1.306640625 | train: True | batch_success: 0/1 | loss_sample: 1.306640625
batch: 45/55 | iter: 2 | loss: 3.021484375 | train: True | batch_success: 0/1 | loss_sample: 3.0234375
batch: 46/55 | iter: 2 | loss: 2.94140625 | train: True | batch_success: 0/1 | loss_sample: 2.939453125
batch: 47/55 | iter: 2 | loss: 2.2734375 | train: True | batch_success: 0/1 | loss_sample: 2.2734375
batch: 48/55 | iter: 2 | loss: 1.55859375 | train: True | batch_success: 0/1 | loss_sample: 1.55859375
batch: 49/55 | iter: 2 | loss: 3.0859375 | train: True | batch_success: 0/1 | loss_sample: 3.0859375
batch: 50/55 | iter: 2 | loss: 2.9609375 | train: True | batch_success: 0/1 | loss_sample: 2.9609375
batch: 51/55 | iter: 2 | loss: 2.107421875 | train: True | batch_success: 0/1 | loss_sample: 2.107421875
batch: 52/55 | iter: 2 | loss: 1.6875 | train: True | batch_success: 0/1 | loss_sample: 1.6875
batch: 53/55 | iter: 2 | loss: 2.751953125 | train: True | batch_success: 0/1 | loss_sample: 2.75
batch: 54/55 | iter: 2 | loss: 2.171875 | train: True | batch_success: 0/1 | loss_sample: 2.171875
batch: 55/55 | iter: 2 | loss: 2.271484375 | train: True | batch_success: 0/1 | loss_sample: 2.271484375
batch: 1/55 | iter: 3 | loss: 6.5859375 | train: True | batch_success: 0/1 | loss_sample: 6.5859375
batch: 2/55 | iter: 3 | loss: 2.01953125 | train: True | batch_success: 0/1 | loss_sample: 2.01953125
batch: 3/55 | iter: 3 | loss: 1.349609375 | train: True | batch_success: 0/1 | loss_sample: 1.349609375
batch: 4/55 | iter: 3 | loss: 1.3037109375 | train: True | batch_success: 0/1 | loss_sample: 1.3037109375
batch: 5/55 | iter: 3 | loss: 1.4306640625 | train: True | batch_success: 0/1 | loss_sample: 1.4306640625
batch: 6/55 | iter: 3 | loss: 2.849609375 | train: True | batch_success: 0/1 | loss_sample: 2.849609375
batch: 7/55 | iter: 3 | loss: 1.4423828125 | train: True | batch_success: 0/1 | loss_sample: 1.44140625
batch: 8/55 | iter: 3 | loss: 1.1494140625 | train: True | batch_success: 0/1 | loss_sample: 1.1494140625
batch: 9/55 | iter: 3 | loss: 2.97265625 | train: True | batch_success: 0/1 | loss_sample: 2.97265625
batch: 10/55 | iter: 3 | loss: 1.3369140625 | train: True | batch_success: 0/1 | loss_sample: 1.337890625
batch: 11/55 | iter: 3 | loss: 2.2265625 | train: True | batch_success: 0/1 | loss_sample: 2.2265625
batch: 12/55 | iter: 3 | loss: 2.626953125 | train: True | batch_success: 0/1 | loss_sample: 2.62890625
batch: 13/55 | iter: 3 | loss: 1.158203125 | train: True | batch_success: 0/1 | loss_sample: 1.158203125
batch: 14/55 | iter: 3 | loss: 3.3984375 | train: True | batch_success: 0/1 | loss_sample: 3.3984375
batch: 15/55 | iter: 3 | loss: 2.58984375 | train: True | batch_success: 0/1 | loss_sample: 2.58984375
batch: 16/55 | iter: 3 | loss: 2.001953125 | train: True | batch_success: 0/1 | loss_sample: 2.001953125
batch: 17/55 | iter: 3 | loss: 2.8515625 | train: True | batch_success: 0/1 | loss_sample: 2.8515625
batch: 18/55 | iter: 3 | loss: 1.8193359375 | train: True | batch_success: 0/1 | loss_sample: 1.8193359375
batch: 19/55 | iter: 3 | loss: 0.77392578125 | train: True | batch_success: 0/1 | loss_sample: 0.77392578125
batch: 20/55 | iter: 3 | loss: 1.6728515625 | train: True | batch_success: 0/1 | loss_sample: 1.6728515625
batch: 21/55 | iter: 3 | loss: 3.95703125 | train: True | batch_success: 0/1 | loss_sample: 3.958984375
batch: 22/55 | iter: 3 | loss: 1.5869140625 | train: True | batch_success: 0/1 | loss_sample: 1.5869140625
batch: 23/55 | iter: 3 | loss: 2.05859375 | train: True | batch_success: 0/1 | loss_sample: 2.060546875
batch: 24/55 | iter: 3 | loss: 0.935546875 | train: True | batch_success: 0/1 | loss_sample: 0.93603515625
batch: 25/55 | iter: 3 | loss: 1.8486328125 | train: True | batch_success: 0/1 | loss_sample: 1.849609375
batch: 26/55 | iter: 3 | loss: 1.6611328125 | train: True | batch_success: 0/1 | loss_sample: 1.6611328125
batch: 27/55 | iter: 3 | loss: 3.884765625 | train: True | batch_success: 0/1 | loss_sample: 3.884765625
batch: 28/55 | iter: 3 | loss: 1.3212890625 | train: True | batch_success: 0/1 | loss_sample: 1.3212890625
batch: 29/55 | iter: 3 | loss: 1.775390625 | train: True | batch_success: 0/1 | loss_sample: 1.775390625
batch: 30/55 | iter: 3 | loss: 2.501953125 | train: True | batch_success: 0/1 | loss_sample: 2.501953125
batch: 31/55 | iter: 3 | loss: 1.634765625 | train: True | batch_success: 0/1 | loss_sample: 1.634765625
batch: 32/55 | iter: 3 | loss: 3.123046875 | train: True | batch_success: 0/1 | loss_sample: 3.123046875
batch: 33/55 | iter: 3 | loss: 1.5078125 | train: True | batch_success: 0/1 | loss_sample: 1.5078125
batch: 34/55 | iter: 3 | loss: 1.5400390625 | train: True | batch_success: 0/1 | loss_sample: 1.541015625
batch: 35/55 | iter: 3 | loss: 1.7841796875 | train: True | batch_success: 0/1 | loss_sample: 1.7841796875
batch: 36/55 | iter: 3 | loss: 1.0791015625 | train: True | batch_success: 0/1 | loss_sample: 1.0791015625
batch: 37/55 | iter: 3 | loss: 2.078125 | train: True | batch_success: 0/1 | loss_sample: 2.078125
batch: 38/55 | iter: 3 | loss: 1.353515625 | train: True | batch_success: 0/1 | loss_sample: 1.353515625
batch: 39/55 | iter: 3 | loss: 1.685546875 | train: True | batch_success: 0/1 | loss_sample: 1.6845703125
batch: 40/55 | iter: 3 | loss: 1.9423828125 | train: True | batch_success: 0/1 | loss_sample: 1.9423828125
batch: 41/55 | iter: 3 | loss: 1.642578125 | train: True | batch_success: 0/1 | loss_sample: 1.642578125
batch: 42/55 | iter: 3 | loss: 1.3154296875 | train: True | batch_success: 0/1 | loss_sample: 1.314453125
batch: 43/55 | iter: 3 | loss: 1.353515625 | train: True | batch_success: 0/1 | loss_sample: 1.353515625
batch: 44/55 | iter: 3 | loss: 0.88916015625 | train: True | batch_success: 0/1 | loss_sample: 0.8896484375
batch: 45/55 | iter: 3 | loss: 1.7509765625 | train: True | batch_success: 0/1 | loss_sample: 1.7509765625
batch: 46/55 | iter: 3 | loss: 2.615234375 | train: True | batch_success: 0/1 | loss_sample: 2.615234375
batch: 47/55 | iter: 3 | loss: 1.427734375 | train: True | batch_success: 0/1 | loss_sample: 1.427734375
batch: 48/55 | iter: 3 | loss: 1.20703125 | train: True | batch_success: 0/1 | loss_sample: 1.20703125
batch: 49/55 | iter: 3 | loss: 1.8115234375 | train: True | batch_success: 0/1 | loss_sample: 1.8115234375
batch: 50/55 | iter: 3 | loss: 2.16015625 | train: True | batch_success: 0/1 | loss_sample: 2.16015625
batch: 51/55 | iter: 3 | loss: 1.5849609375 | train: True | batch_success: 0/1 | loss_sample: 1.5849609375
batch: 52/55 | iter: 3 | loss: 1.4501953125 | train: True | batch_success: 0/1 | loss_sample: 1.451171875
batch: 53/55 | iter: 3 | loss: 1.83984375 | train: True | batch_success: 0/1 | loss_sample: 1.8388671875
batch: 54/55 | iter: 3 | loss: 1.474609375 | train: True | batch_success: 0/1 | loss_sample: 1.474609375
batch: 55/55 | iter: 3 | loss: 1.4208984375 | train: True | batch_success: 0/1 | loss_sample: 1.4208984375
batch: 1/55 | iter: 4 | loss: 6.58984375 | train: True | batch_success: 0/1 | loss_sample: 6.5859375
batch: 2/55 | iter: 4 | loss: 1.224609375 | train: True | batch_success: 0/1 | loss_sample: 1.224609375
batch: 3/55 | iter: 4 | loss: 0.63330078125 | train: True | batch_success: 0/1 | loss_sample: 0.63330078125
batch: 4/55 | iter: 4 | loss: 1.2666015625 | train: True | batch_success: 0/1 | loss_sample: 1.2666015625
batch: 5/55 | iter: 4 | loss: 1.1943359375 | train: True | batch_success: 0/1 | loss_sample: 1.1943359375
batch: 6/55 | iter: 4 | loss: 1.640625 | train: True | batch_success: 0/1 | loss_sample: 1.640625
batch: 7/55 | iter: 4 | loss: 1.099609375 | train: True | batch_success: 0/1 | loss_sample: 1.0986328125
batch: 8/55 | iter: 4 | loss: 0.986328125 | train: True | batch_success: 0/1 | loss_sample: 0.986328125
batch: 9/55 | iter: 4 | loss: 1.984375 | train: True | batch_success: 0/1 | loss_sample: 1.984375
batch: 10/55 | iter: 4 | loss: 1.0341796875 | train: True | batch_success: 0/1 | loss_sample: 1.0341796875
batch: 11/55 | iter: 4 | loss: 1.400390625 | train: True | batch_success: 0/1 | loss_sample: 1.400390625
batch: 12/55 | iter: 4 | loss: 1.931640625 | train: True | batch_success: 0/1 | loss_sample: 1.9306640625
batch: 13/55 | iter: 4 | loss: 0.86181640625 | train: True | batch_success: 0/1 | loss_sample: 0.861328125
batch: 14/55 | iter: 4 | loss: 2.5 | train: True | batch_success: 0/1 | loss_sample: 2.5
batch: 15/55 | iter: 4 | loss: 1.6171875 | train: True | batch_success: 0/1 | loss_sample: 1.6171875
batch: 16/55 | iter: 4 | loss: 1.4267578125 | train: True | batch_success: 0/1 | loss_sample: 1.42578125
